Freq.	V(ol5)	V(ol9)	V(ol10)	V(ol12)	V(ol15)	V(ol20)
2.38231946935801e+005	(4.94527363245230e+001dB,-7.21855111711841e+001°)	(5.03848449523435e+001dB,-7.35683794813600e+001°)	(5.05938149678614e+001dB,-7.39940799027163e+001°)	(5.09942711001987e+001dB,-7.49089537140408e+001°)	(5.15616262093263e+001dB,-7.64154243240177e+001°)	(5.24435059645352e+001dB,-7.92377988332878e+001°)
2.38781128291249e+005	(4.94346643599980e+001dB,-7.22251334161093e+001°)	(5.03664910872144e+001dB,-7.36052407036215e+001°)	(5.05753791382611e+001dB,-7.40300898332726e+001°)	(5.09756659938843e+001dB,-7.49431157293094e+001°)	(5.15427625962967e+001dB,-7.64464822650298e+001°)	(5.24242266393096e+001dB,-7.92628404567404e+001°)
2.39331575640470e+005	(4.94165843840763e+001dB,-7.22646848889008e+001°)	(5.03481302758484e+001dB,-7.36420335988120e+001°)	(5.05569366789083e+001dB,-7.40660323401334e+001°)	(5.09570549211154e+001dB,-7.49772124776750e+001°)	(5.15238940549789e+001dB,-7.64774790986201e+001°)	(5.24049441192294e+001dB,-7.92878306184385e+001°)
2.39883291901880e+005	(4.93984964264791e+001dB,-7.23041656558151e+001°)	(5.03297625449349e+001dB,-7.36787582466845e+001°)	(5.05384876155140e+001dB,-7.41019075061314e+001°)	(5.09384379054893e+001dB,-7.50112440479049e+001°)	(5.15050206054446e+001dB,-7.65084149200286e+001°)	(5.23856584179125e+001dB,-7.93127694148994e+001°)
2.40436280000624e+005	(4.93804005168742e+001dB,-7.23435757840876e+001°)	(5.03113879210743e+001dB,-7.37154147271346e+001°)	(5.05200319737082e+001dB,-7.41377154143264e+001°)	(5.09198149705193e+001dB,-7.50452105287846e+001°)	(5.14861422676951e+001dB,-7.65392898246096e+001°)	(5.23663695489208e+001dB,-7.93376569425260e+001°)
2.40990542868590e+005	(4.93622966848360e+001dB,-7.23829153411502e+001°)	(5.02930064307743e+001dB,-7.37520031200742e+001°)	(5.05015697790457e+001dB,-7.41734561481548e+001°)	(5.09011861396682e+001dB,-7.50791120099059e+001°)	(5.14672590616686e+001dB,-7.65701039080155e+001°)	(5.23470775257709e+001dB,-7.93624932979217e+001°)
2.41546083444425e+005	(4.93441849598547e+001dB,-7.24221843947595e+001°)	(5.02746181004848e+001dB,-7.37885235062043e+001°)	(5.04831010569921e+001dB,-7.42091297911000e+001°)	(5.08825514362928e+001dB,-7.51129485804153e+001°)	(5.14483710072263e+001dB,-7.66008572658072e+001°)	(5.23277823619089e+001dB,-7.93872785771585e+001°)
2.42102904673548e+005	(4.93260653713462e+001dB,-7.24613830132677e+001°)	(5.02562229565585e+001dB,-7.38249759662091e+001°)	(5.04646258329555e+001dB,-7.42447364274016e+001°)	(5.08639108836881e+001dB,-7.51467203299725e+001°)	(5.14294781241567e+001dB,-7.66315499935737e+001°)	(5.23084840707478e+001dB,-7.94120128767829e+001°)
2.42661009508172e+005	(4.93079379486421e+001dB,-7.25005112653338e+001°)	(5.02378210252604e+001dB,-7.38613605808274e+001°)	(5.04461441322335e+001dB,-7.42802761408696e+001°)	(5.08452645050688e+001dB,-7.51804273483630e+001°)	(5.14105804321849e+001dB,-7.66621821872123e+001°)	(5.22891826656288e+001dB,-7.94366962928013e+001°)
2.43220400907312e+005	(4.92898027209793e+001dB,-7.25395692197927e+001°)	(5.02194123328130e+001dB,-7.38976774319688e+001°)	(5.04276559800727e+001dB,-7.43157490162004e+001°)	(5.08266123235833e+001dB,-7.52140697257845e+001°)	(5.13916779509646e+001dB,-7.66927539426362e+001°)	(5.22698781598562e+001dB,-7.94613289216157e+001°)
2.43781081836805e+005	(4.92716597175451e+001dB,-7.25785569464872e+001°)	(5.02009969053072e+001dB,-7.39339266006842e+001°)	(5.04091614016232e+001dB,-7.43511551379654e+001°)	(5.08079543622799e+001dB,-7.52476475521039e+001°)	(5.13727707000744e+001dB,-7.67232653557243e+001°)	(5.22505705666740e+001dB,-7.94859108593615e+001°)
2.44343055269327e+005	(4.92535089674262e+001dB,-7.26174745152978e+001°)	(5.01825747687932e+001dB,-7.39701081691985e+001°)	(5.03906604219572e+001dB,-7.43864945910076e+001°)	(5.07892906441568e+001dB,-7.52811609179551e+001°)	(5.13538586990319e+001dB,-7.67537165226459e+001°)	(5.22312598992751e+001dB,-7.95104422021375e+001°)
2.44906324184404e+005	(4.92353504996133e+001dB,-7.26563219962141e+001°)	(5.01641459492258e+001dB,-7.40062222196322e+001°)	(5.03721530660789e+001dB,-7.44217674606707e+001°)	(5.07706211921095e+001dB,-7.53146099135532e+001°)	(5.13349419672775e+001dB,-7.67841075394902e+001°)	(5.22119461708002e+001dB,-7.95349230459964e+001°)
2.45470891568433e+005	(4.92171843430393e+001dB,-7.26950994600572e+001°)	(5.01457104724776e+001dB,-7.40422688343804e+001°)	(5.03536393589013e+001dB,-7.44569738322865e+001°)	(5.07519460289843e+001dB,-7.53479946299258e+001°)	(5.13160205241752e+001dB,-7.68144385022552e+001°)	(5.21926293943380e+001dB,-7.95593534869632e+001°)
2.46036760414692e+005	(4.91990105265420e+001dB,-7.27338069777963e+001°)	(5.01272683643451e+001dB,-7.40782480961973e+001°)	(5.03351193252618e+001dB,-7.44921137914880e+001°)	(5.07332651775351e+001dB,-7.53813151578671e+001°)	(5.12970943890439e+001dB,-7.68447095075890e+001°)	(5.21733095829277e+001dB,-7.95837336210673e+001°)
2.46603933723363e+005	(4.91808290788871e+001dB,-7.27724446209655e+001°)	(5.01088196505487e+001dB,-7.41141600881714e+001°)	(5.03165929899224e+001dB,-7.45271874242392e+001°)	(5.07145786604386e+001dB,-7.54145715883683e+001°)	(5.12781635811141e+001dB,-7.68749206517716e+001°)	(5.21539867495513e+001dB,-7.96080635441210e+001°)
2.47172414501542e+005	(4.91626400287617e+001dB,-7.28110124615239e+001°)	(5.00903643567176e+001dB,-7.41500048934372e+001°)	(5.02980603775674e+001dB,-7.45621948167482e+001°)	(5.06958865002988e+001dB,-7.54477640126134e+001°)	(5.12592281195495e+001dB,-7.69050720311893e+001°)	(5.21346609071471e+001dB,-7.96323433521020e+001°)
2.47742205763257e+005	(4.91444434047500e+001dB,-7.28495105713982e+001°)	(5.00719025084209e+001dB,-7.41857825957918e+001°)	(5.02795215127903e+001dB,-7.45971360552223e+001°)	(5.06771887196552e+001dB,-7.54808925222485e+001°)	(5.12402880234459e+001dB,-7.69351637423409e+001°)	(5.21153320685954e+001dB,-7.96565731407663e+001°)
2.48313310529486e+005	(4.91262392353735e+001dB,-7.28879390232699e+001°)	(5.00534341311174e+001dB,-7.42214932786644e+001°)	(5.02609764201224e+001dB,-7.46320112264237e+001°)	(5.06584853409529e+001dB,-7.55139572086362e+001°)	(5.12213433118323e+001dB,-7.69651958818443e+001°)	(5.20960002467263e+001dB,-7.96807530058198e+001°)
2.48885731828167e+005	(4.91080275490717e+001dB,-7.29262978901673e+001°)	(5.00349592502138e+001dB,-7.42571370263494e+001°)	(5.02424251239989e+001dB,-7.46668204169938e+001°)	(5.06397763865754e+001dB,-7.55469581636328e+001°)	(5.12023940036709e+001dB,-7.69951685464127e+001°)	(5.20766654543251e+001dB,-7.97048830431214e+001°)
2.49459472694224e+005	(4.90898083742015e+001dB,-7.29645872454666e+001°)	(5.00164778910327e+001dB,-7.42927139232467e+001°)	(5.02238676487972e+001dB,-7.47015637142383e+001°)	(5.06210618788197e+001dB,-7.55798954790142e+001°)	(5.11834401178581e+001dB,-7.70250818329199e+001°)	(5.20573277041161e+001dB,-7.97289633481484e+001°)
2.50034536169571e+005	(4.90715817390287e+001dB,-7.30028071627162e+001°)	(4.99979900788081e+001dB,-7.43282240538661e+001°)	(5.02053040188021e+001dB,-7.47362412053608e+001°)	(5.06023418399195e+001dB,-7.56127692469451e+001°)	(5.11644816732076e+001dB,-7.70549358379235e+001°)	(5.20379870087821e+001dB,-7.97529940165950e+001°)
2.50610925303139e+005	(4.90533476717421e+001dB,-7.30409577159424e+001°)	(4.99794958386904e+001dB,-7.43636675028791e+001°)	(5.01867342582239e+001dB,-7.47708529779022e+001°)	(5.05836162920304e+001dB,-7.56455795597307e+001°)	(5.11455186884858e+001dB,-7.70847306585722e+001°)	(5.20186433809528e+001dB,-7.97769751440440e+001°)
2.51188643150886e+005	(4.90351062004677e+001dB,-7.30790389798623e+001°)	(4.99609951957724e+001dB,-7.43990443556412e+001°)	(5.01681583911866e+001dB,-7.48053991194268e+001°)	(5.05648852572249e+001dB,-7.56783265096027e+001°)	(5.11265511823705e+001dB,-7.71144663915542e+001°)	(5.19992968332034e+001dB,-7.98009068258676e+001°)
2.51767692775813e+005	(4.90168573532160e+001dB,-7.31170510288834e+001°)	(4.99424881750499e+001dB,-7.44343546973942e+001°)	(5.01495764417595e+001dB,-7.48398797182039e+001°)	(5.05461487575113e+001dB,-7.57110101892293e+001°)	(5.11075791734876e+001dB,-7.71441431340200e+001°)	(5.19799473780634e+001dB,-7.98247891575359e+001°)
2.52348077247985e+005	(4.89986011579483e+001dB,-7.31549939384314e+001°)	(4.99239748014425e+001dB,-7.44695986136904e+001°)	(5.01309884339063e+001dB,-7.48742948621516e+001°)	(5.05274068148051e+001dB,-7.57436306909754e+001°)	(5.10886026803900e+001dB,-7.71737609830567e+001°)	(5.19605950280070e+001dB,-7.98486222342876e+001°)
2.52929799644542e+005	(4.89803376425231e+001dB,-7.31928677838330e+001°)	(4.99054550997910e+001dB,-7.45047761903166e+001°)	(5.01123943915283e+001dB,-7.49086446397216e+001°)	(5.05086594509848e+001dB,-7.57761881082581e+001°)	(5.10696217215630e+001dB,-7.72033200357850e+001°)	(5.19412397954716e+001dB,-7.98724061516874e+001°)
2.53512863049718e+005	(4.89620668347232e+001dB,-7.32306726408658e+001°)	(4.98869290948633e+001dB,-7.45398875134607e+001°)	(5.00937943384451e+001dB,-7.49429291394821e+001°)	(5.04899066878085e+001dB,-7.58086825335556e+001°)	(5.10506363154219e+001dB,-7.72328203893177e+001°)	(5.19218816928295e+001dB,-7.98961410047897e+001°)
2.54097270554857e+005	(4.89437887622609e+001dB,-7.32684085858959e+001°)	(4.98683968113464e+001dB,-7.45749326694623e+001°)	(5.00751882984016e+001dB,-7.49771484502611e+001°)	(5.04711485469861e+001dB,-7.58411140600903e+001°)	(5.10316464803220e+001dB,-7.72622621410139e+001°)	(5.19025207324112e+001dB,-7.99198268888287e+001°)
2.54683025258431e+005	(4.89255034527574e+001dB,-7.33060756953946e+001°)	(4.98498582738385e+001dB,-7.46099117447003e+001°)	(5.00565762950629e+001dB,-7.50113026610895e+001°)	(5.04523850501611e+001dB,-7.58734827814304e+001°)	(5.10126522345421e+001dB,-7.72916453880306e+001°)	(5.18831569264945e+001dB,-7.99434638988269e+001°)
2.55270130266051e+005	(4.89072109337458e+001dB,-7.33436740460911e+001°)	(4.98313135068688e+001dB,-7.46448248260132e+001°)	(5.00379583520167e+001dB,-7.50453918611355e+001°)	(5.04336162188714e+001dB,-7.59057887905310e+001°)	(5.09936535963084e+001dB,-7.73209702279401e+001°)	(5.18637902873119e+001dB,-7.99670521299134e+001°)
2.55858588690491e+005	(4.88889112326908e+001dB,-7.33812037152430e+001°)	(4.98127625348909e+001dB,-7.46796720004844e+001°)	(5.00193344927768e+001dB,-7.50794161398868e+001°)	(5.04148420746179e+001dB,-7.59380321813713e+001°)	(5.09746505837635e+001dB,-7.73502367579342e+001°)	(5.18444208270483e+001dB,-7.99905916771782e+001°)
2.56448403651698e+005	(4.88706043769731e+001dB,-7.34186647804391e+001°)	(4.97942053822704e+001dB,-7.47144533552713e+001°)	(5.00007047407658e+001dB,-7.51133755866985e+001°)	(5.03960626388021e+001dB,-7.59702130474243e+001°)	(5.09556432149967e+001dB,-7.73794450755869e+001°)	(5.18250485578299e+001dB,-8.00140826353319e+001°)
2.57039578276812e+005	(4.88522903938978e+001dB,-7.34560573196613e+001°)	(4.97756420733026e+001dB,-7.47491689778906e+001°)	(4.99820691193538e+001dB,-7.51472702916817e+001°)	(5.03772779327653e+001dB,-7.60023314826404e+001°)	(5.09366315080262e+001dB,-7.74085952783905e+001°)	(5.18056734917461e+001dB,-8.00375250994319e+001°)
2.57632115700183e+005	(4.88339693106677e+001dB,-7.34933814108325e+001°)	(4.97570726322013e+001dB,-7.47838189560466e+001°)	(4.99634276518124e+001dB,-7.51811003446418e+001°)	(5.03584879777676e+001dB,-7.60343875809270e+001°)	(5.09176154808025e+001dB,-7.74376874638404e+001°)	(5.17862956408310e+001dB,-8.00609191641870e+001°)
2.58226019063385e+005	(4.88156411544237e+001dB,-7.35306371325475e+001°)	(4.97384970830988e+001dB,-7.48184033775573e+001°)	(4.99447803613474e+001dB,-7.52148658358306e+001°)	(5.03396927949927e+001dB,-7.60663814362469e+001°)	(5.08985951512173e+001dB,-7.74667217296963e+001°)	(5.17669150170716e+001dB,-8.00842649243301e+001°)
2.58821291515234e+005	(4.87973059522314e+001dB,-7.35678245638563e+001°)	(4.97199154500553e+001dB,-7.48529223306007e+001°)	(4.99261272710849e+001dB,-7.52485668556187e+001°)	(5.03208924055604e+001dB,-7.60983131428773e+001°)	(5.08795705370835e+001dB,-7.74956981733609e+001°)	(5.17475316324070e+001dB,-8.01075624745487e+001°)
2.59417936211807e+005	(4.87789637310537e+001dB,-7.36049437836942e+001°)	(4.97013277570446e+001dB,-7.48873759033992e+001°)	(4.99074684040753e+001dB,-7.52822034945752e+001°)	(5.03020868305242e+001dB,-7.61301827954251e+001°)	(5.08605416561650e+001dB,-7.75246168927652e+001°)	(5.17281454987270e+001dB,-8.01308119093693e+001°)
2.60015956316452e+005	(4.87606145177854e+001dB,-7.36419948715553e+001°)	(4.96827340279848e+001dB,-7.49217641848503e+001°)	(4.98888037832903e+001dB,-7.53157758434240e+001°)	(5.02832760908412e+001dB,-7.61619904880276e+001°)	(5.08415085261487e+001dB,-7.75534779855304e+001°)	(5.17087566278785e+001dB,-8.01540133234440e+001°)
2.60615354999814e+005	(4.87422583392440e+001dB,-7.36789779073370e+001°)	(4.96641342866811e+001dB,-7.49560872632945e+001°)	(4.98701334316238e+001dB,-7.53492839930177e+001°)	(5.02644602074141e+001dB,-7.61937363154212e+001°)	(5.08224711646619e+001dB,-7.75822815495192e+001°)	(5.16893650316522e+001dB,-8.01771668110907e+001°)
2.61216135439845e+005	(4.87238952221526e+001dB,-7.37158929709299e+001°)	(4.96455285568907e+001dB,-7.49903452279537e+001°)	(4.98514573719046e+001dB,-7.53827280346389e+001°)	(5.02456392010687e+001dB,-7.62254203723238e+001°)	(5.08034295892599e+001dB,-7.76110276823842e+001°)	(5.16699707217996e+001dB,-8.02002724668003e+001°)
2.61818300821823e+005	(4.87055251931724e+001dB,-7.37527401429645e+001°)	(4.96269168622804e+001dB,-7.50245381679424e+001°)	(4.98327756268676e+001dB,-7.54161080593516e+001°)	(5.02268130925640e+001dB,-7.62570427537085e+001°)	(5.07843838174387e+001dB,-7.76397164820267e+001°)	(5.16505737100226e+001dB,-8.02233303849475e+001°)
2.62421854338368e+005	(4.86871482788731e+001dB,-7.37895195041143e+001°)	(4.96082992264371e+001dB,-7.50586661725453e+001°)	(4.98140882191981e+001dB,-7.54494241589848e+001°)	(5.02079819025739e+001dB,-7.62886035543782e+001°)	(5.07653338666306e+001dB,-7.76683480463697e+001°)	(5.16311740079690e+001dB,-8.02463406596036e+001°)
2.63026799189462e+005	(4.86687645057457e+001dB,-7.38262311354083e+001°)	(4.95896756728834e+001dB,-7.50927293315001e+001°)	(4.97953951714669e+001dB,-7.54826764246730e+001°)	(5.01891456517040e+001dB,-7.63201028693429e+001°)	(5.07462797542029e+001dB,-7.76969224733560e+001°)	(5.16117716272498e+001dB,-8.02693033850657e+001°)
2.63633138582462e+005	(4.86503739001883e+001dB,-7.38628751179276e+001°)	(4.95710462250530e+001dB,-7.51267277345336e+001°)	(4.97766965062101e+001dB,-7.55158649486291e+001°)	(5.01703043604981e+001dB,-7.63515407939599e+001°)	(5.07272214974549e+001dB,-7.77254398608871e+001°)	(5.15923665794205e+001dB,-8.02922186553854e+001°)
2.64240875732118e+005	(4.86319764885450e+001dB,-7.38994515335895e+001°)	(4.95524109063085e+001dB,-7.51606614716543e+001°)	(4.97579922458526e+001dB,-7.55489898224683e+001°)	(5.01514580494195e+001dB,-7.63829174234862e+001°)	(5.07081591136237e+001dB,-7.77539003069390e+001°)	(5.15729588759965e+001dB,-8.03150865646081e+001°)
2.64850013860593e+005	(4.86135722970495e+001dB,-7.39359604639697e+001°)	(4.95337697399319e+001dB,-7.51945306330087e+001°)	(4.97392824127738e+001dB,-7.55820511386083e+001°)	(5.01326067388549e+001dB,-7.64142328531814e+001°)	(5.06890926198856e+001dB,-7.77823039095980e+001°)	(5.15535485284450e+001dB,-8.03379072067828e+001°)
2.65460556197477e+005	(4.85951613518839e+001dB,-7.39724019915451e+001°)	(4.95151227491279e+001dB,-7.52283353089263e+001°)	(4.97205670292614e+001dB,-7.56150489892738e+001°)	(5.01137504491341e+001dB,-7.64454871787432e+001°)	(5.06700220333483e+001dB,-7.78106507668527e+001°)	(5.15341355481816e+001dB,-8.03606806756539e+001°)
2.66072505979804e+005	(4.85767436791254e+001dB,-7.40087761985686e+001°)	(4.94964699570243e+001dB,-7.52620755898886e+001°)	(4.97018461175271e+001dB,-7.56479834668190e+001°)	(5.00948892005046e+001dB,-7.64766804957476e+001°)	(5.06509473710576e+001dB,-7.78389409767831e+001°)	(5.15147199465818e+001dB,-8.03834070650853e+001°)
2.66685866452071e+005	(4.85583193047948e+001dB,-7.40450831680561e+001°)	(4.94778113866767e+001dB,-7.52957515667133e+001°)	(4.96831196997197e+001dB,-7.56808546640700e+001°)	(5.00760230131449e+001dB,-7.65078128998824e+001°)	(5.06318686499955e+001dB,-7.78671746374546e+001°)	(5.14953017349744e+001dB,-8.04060864688800e+001°)
2.67300640866254e+005	(4.85398882548139e+001dB,-7.40813229829197e+001°)	(4.94591470610709e+001dB,-7.53293633304947e+001°)	(4.96643877978902e+001dB,-7.57136626734557e+001°)	(5.00571519071642e+001dB,-7.65388844870399e+001°)	(5.06127858870812e+001dB,-7.78953518470072e+001°)	(5.14758809246372e+001dB,-8.04287189805844e+001°)
2.67916832481826e+005	(4.85214505550243e+001dB,-7.41174957263738e+001°)	(4.94404770030929e+001dB,-7.53629109720330e+001°)	(4.96456504340492e+001dB,-7.57464075883551e+001°)	(5.00382759025936e+001dB,-7.65698953529728e+001°)	(5.05936990991702e+001dB,-7.79234727035603e+001°)	(5.14564575268085e+001dB,-8.04513046938711e+001°)
2.68534444565773e+005	(4.85030062312017e+001dB,-7.41536014821826e+001°)	(4.94218012355771e+001dB,-7.53963945828188e+001°)	(4.96269076300938e+001dB,-7.57790895014093e+001°)	(5.00193950194085e+001dB,-7.66008455939536e+001°)	(5.05746083030590e+001dB,-7.79515373053882e+001°)	(5.14370315526769e+001dB,-8.04738437022263e+001°)
2.69153480392614e+005	(4.84845553090340e+001dB,-7.41896403341962e+001°)	(4.94031197812668e+001dB,-7.54298142542282e+001°)	(4.96081594078762e+001dB,-7.58117085061029e+001°)	(5.00005092774978e+001dB,-7.66317353059233e+001°)	(5.05555135154729e+001dB,-7.79795457505350e+001°)	(5.14176030133852e+001dB,-8.04963360990016e+001°)
2.69773943244414e+005	(4.84660978141149e+001dB,-7.42256123662589e+001°)	(4.93844326628340e+001dB,-7.54631700778638e+001°)	(4.95894057891651e+001dB,-7.58442646958174e+001°)	(4.99816186966933e+001dB,-7.66625645852604e+001°)	(5.05364147530814e+001dB,-7.80074981372702e+001°)	(5.13981719200339e+001dB,-8.05187819776022e+001°)
2.70395836410806e+005	(4.84476337719971e+001dB,-7.42615176633169e+001°)	(4.93657399028797e+001dB,-7.54964621456567e+001°)	(4.95706467956511e+001dB,-7.58767581640553e+001°)	(4.99627232967446e+001dB,-7.66933335281653e+001°)	(5.05173120324899e+001dB,-7.80353945638276e+001°)	(5.13787382836801e+001dB,-8.05411814314225e+001°)
2.71019163189006e+005	(4.84291632081120e+001dB,-7.42973563096598e+001°)	(4.93470415239220e+001dB,-7.55296905495312e+001°)	(4.95518824489560e+001dB,-7.59091890045227e+001°)	(4.99438230973350e+001dB,-7.67240422309862e+001°)	(5.04982053702379e+001dB,-7.80632351283616e+001°)	(5.13593021153289e+001dB,-8.05635345535330e+001°)
2.71643926883829e+005	(4.84106861478376e+001dB,-7.43331283904197e+001°)	(4.93283375484054e+001dB,-7.55628553815887e+001°)	(4.95331127706190e+001dB,-7.59415573109084e+001°)	(4.99249181180854e+001dB,-7.67546907903846e+001°)	(5.04790947828121e+001dB,-7.80910199292964e+001°)	(5.13398634259433e+001dB,-8.05858414370044e+001°)
2.72270130807712e+005	(4.83922026164603e+001dB,-7.43688339907470e+001°)	(4.93096279987013e+001dB,-7.55959567342197e+001°)	(4.95143377821157e+001dB,-7.59738631772913e+001°)	(4.99060083785377e+001dB,-7.67852793028349e+001°)	(5.04599802866220e+001dB,-7.81187490646513e+001°)	(5.13204222264447e+001dB,-8.06081021749477e+001°)
2.72897778280725e+005	(4.83737126391863e+001dB,-7.44044731959963e+001°)	(4.92909128971056e+001dB,-7.56289946999368e+001°)	(4.94955575048416e+001dB,-7.60061066976785e+001°)	(4.98870938981669e+001dB,-7.68158078650104e+001°)	(5.04408618980330e+001dB,-7.81464226329461e+001°)	(5.13009785277093e+001dB,-8.06303168603534e+001°)
2.73526872630592e+005	(4.83552162411537e+001dB,-7.44400460920498e+001°)	(4.92721922658352e+001dB,-7.56619693713054e+001°)	(4.94767719601272e+001dB,-7.60382879664867e+001°)	(4.98681746963758e+001dB,-7.68462765735957e+001°)	(5.04217396333381e+001dB,-7.81740407324178e+001°)	(5.12815323405629e+001dB,-8.06524855859757e+001°)
2.74157417192709e+005	(4.83367134474023e+001dB,-7.44755527646156e+001°)	(4.92534661270275e+001dB,-7.56948808409885e+001°)	(4.94579811692133e+001dB,-7.60704070778087e+001°)	(4.98492507925070e+001dB,-7.68766855255728e+001°)	(5.04026135087669e+001dB,-7.82016034612673e+001°)	(5.12620836757955e+001dB,-8.06746084446741e+001°)
2.74789415310160e+005	(4.83182042829199e+001dB,-7.45109933002270e+001°)	(4.92347345027642e+001dB,-7.57277292022276e+001°)	(4.94391851532794e+001dB,-7.61024641262099e+001°)	(4.98303222058228e+001dB,-7.69070348177254e+001°)	(5.03834835404957e+001dB,-7.82291109178902e+001°)	(5.12426325441483e+001dB,-8.06966855291867e+001°)
2.75422870333737e+005	(4.82996887725896e+001dB,-7.45463677851599e+001°)	(4.92159974150306e+001dB,-7.57605145479442e+001°)	(4.94203839334374e+001dB,-7.61344592064927e+001°)	(4.98113889555266e+001dB,-7.69373245471846e+001°)	(5.03643497446326e+001dB,-7.82565632005435e+001°)	(5.12231789563188e+001dB,-8.07187169321050e+001°)
2.76057785621954e+005	(4.82811669412288e+001dB,-7.45816763061507e+001°)	(4.91972548857561e+001dB,-7.57932369715917e+001°)	(4.94015775307082e+001dB,-7.61663924131755e+001°)	(4.97924510607396e+001dB,-7.69675548108079e+001°)	(5.03452121372280e+001dB,-7.82839604075592e+001°)	(5.12037229229621e+001dB,-8.07407027459686e+001°)
2.76694164541071e+005	(4.82626388135765e+001dB,-7.46169189502494e+001°)	(4.91785069367747e+001dB,-7.58258965663644e+001°)	(4.93827659660635e+001dB,-7.61982638414336e+001°)	(4.97735085405305e+001dB,-7.69977257059506e+001°)	(5.03260707342749e+001dB,-7.83113026373487e+001°)	(5.11842644546913e+001dB,-8.07626430633259e+001°)
2.77332010465103e+005	(4.82441044142810e+001dB,-7.46520958044619e+001°)	(4.91597535898691e+001dB,-7.58584934260945e+001°)	(4.93639492603750e+001dB,-7.62300735859532e+001°)	(4.97545614138914e+001dB,-7.70278373298188e+001°)	(5.03069255516995e+001dB,-7.83385899881778e+001°)	(5.11648035620670e+001dB,-8.07845379763516e+001°)
2.77971326775848e+005	(4.82255637679277e+001dB,-7.46872069563684e+001°)	(4.91409948667230e+001dB,-7.58910276441931e+001°)	(4.93451274344605e+001dB,-7.62618217419467e+001°)	(4.97356096997366e+001dB,-7.70578897794966e+001°)	(5.02877766053711e+001dB,-7.83658225584206e+001°)	(5.11453402556174e+001dB,-8.08063875774601e+001°)
2.78612116862896e+005	(4.82070168990117e+001dB,-7.47222524935389e+001°)	(4.91222307889726e+001dB,-7.59234993148460e+001°)	(4.93263005090658e+001dB,-7.62935084047963e+001°)	(4.97166534169307e+001dB,-7.70878831525557e+001°)	(5.02686239110957e+001dB,-7.83930004463363e+001°)	(5.11258745458253e+001dB,-8.08281919589004e+001°)
2.79254384123653e+005	(4.81884638319545e+001dB,-7.47572325038874e+001°)	(4.91034613781537e+001dB,-7.59559085317555e+001°)	(4.93074685048533e+001dB,-7.63251336697088e+001°)	(4.96976925842602e+001dB,-7.71178175464208e+001°)	(5.02494674846236e+001dB,-7.84201237503402e+001°)	(5.11064064431248e+001dB,-8.08499512126963e+001°)
2.79898131963355e+005	(4.81699045911016e+001dB,-7.47921470755790e+001°)	(4.90846866557491e+001dB,-7.59882553892678e+001°)	(4.92886314424249e+001dB,-7.63566976323006e+001°)	(4.96787272204419e+001dB,-7.71476930585005e+001°)	(5.02303073416426e+001dB,-7.84471925687564e+001°)	(5.10869359579112e+001dB,-8.08716654308781e+001°)
2.80543363795090e+005	(4.81513392007150e+001dB,-7.48269962969405e+001°)	(4.90659066431549e+001dB,-7.60205399815308e+001°)	(4.92697893423062e+001dB,-7.63882003881803e+001°)	(4.96597573441255e+001dB,-7.71775097863319e+001°)	(5.02111434977808e+001dB,-7.84742069999173e+001°)	(5.10674631005401e+001dB,-8.08933347054997e+001°)
2.81190083039812e+005	(4.81327676849820e+001dB,-7.48617802565649e+001°)	(4.90471213617050e+001dB,-7.60527624031301e+001°)	(4.92509422249385e+001dB,-7.64196420327738e+001°)	(4.96407829739000e+001dB,-7.72072678276607e+001°)	(5.01919759686034e+001dB,-7.85011671420398e+001°)	(5.10479878813208e+001dB,-8.09149591284150e+001°)
2.81838293126363e+005	(4.81141900680091e+001dB,-7.48964990432226e+001°)	(4.90283308326458e+001dB,-7.60849227484380e+001°)	(4.92320901107183e+001dB,-7.64510226622952e+001°)	(4.96218041282736e+001dB,-7.72369672799806e+001°)	(5.01728047696271e+001dB,-7.85280730936764e+001°)	(5.10285103105147e+001dB,-8.09365387911931e+001°)
2.82487997491488e+005	(4.80956063738208e+001dB,-7.49311527457981e+001°)	(4.90095350771614e+001dB,-7.61170211122301e+001°)	(4.92132330199437e+001dB,-7.64823423723769e+001°)	(4.96028208257086e+001dB,-7.72666082413389e+001°)	(5.01536299162974e+001dB,-7.85549249530068e+001°)	(5.10090303983567e+001dB,-8.09580737858281e+001°)
2.83139199579855e+005	(4.80770166263800e+001dB,-7.49657414537768e+001°)	(4.89907341163633e+001dB,-7.61490575894000e+001°)	(4.91943709728582e+001dB,-7.65136012591628e+001°)	(4.95838330845787e+001dB,-7.72961908093378e+001°)	(5.01344514240049e+001dB,-7.85817228183365e+001°)	(5.09895481550210e+001dB,-8.09795642036277e+001°)
2.83791902844073e+005	(4.80584208495556e+001dB,-7.50002652564947e+001°)	(4.89719279712776e+001dB,-7.61810322747118e+001°)	(4.91755039896235e+001dB,-7.65447994186871e+001°)	(4.95648409232026e+001dB,-7.73257150819416e+001°)	(5.01152693080827e+001dB,-7.86084667879987e+001°)	(5.09700635906523e+001dB,-8.10010101362247e+001°)
